id,YEAR,NI,STOPS,NETWORK,LABOREXP,STAFF,ELECEXP,KWH,TOTCOST,NARROW_T,RACK,TUNNEL,T,Q1,Q2,Q3,CT,PL,PE,PK,VIRAGE,LABOR,ELEC,CAPITAL,LNCT,LNQ1,LNQ2,LNQ3,LNNET,LNPL,LNPE,LNPK,LNSTOP,LNCAP,RAILROAD 
17,89,13,10,18363,2901,45,199,1276,5471,1,1,0,4,160000,2972000,10874,7323.963,86300.76,0.2087766,2696.712,1,53.02504,3.637361,43.3376,10.4654,11.98293,14.90475,9.29413,2.910338,12.93208,-1.566491,9.466279,2.302585,3.127558,17
17,90,13,10,18363,3068,46,170,1278,6264,1,1,0,5,162000,3031000,11838,8041.079,85617.02,0.1707578,3440.626,1,48.97829,2.713921,48.30779,10.75983,11.99535,14.9244,9.37907,2.910338,13.12515,-1.767509,9.910917,2.302585,3.127558,17
17,91,13,10,18363,3329,47,171,1341,6793,1,1,0,6,170000,3299000,6394,8154.862,85029.76,0.1530814,3501.489,1,49.00633,2.517297,48.47638,10.88315,12.04355,15.00913,8.763115,2.910338,13.22754,-1.876786,10.03773,2.302585,3.127558,17
17,92,13,10,18363,3536,47,209,1539,6492,1,1,0,7,176000,3621000,12237,7278.027,84343.09,0.1522449,2727.72,1,54.46704,3.219347,42.31361,10.77488,12.07824,15.10226,9.412219,2.910338,13.22491,-1.882265,9.793487,2.302585,3.127558,17
17,93,13,10,18363,3534,46,215,1480,6763,1,1,0,8,176000,3500000,2869,7256.438,82431.42,0.1558694,2864.398,1,52.25492,3.179063,44.56602,10.74838,12.07824,15.06827,7.961719,2.910338,13.17846,-1.858737,9.818851,2.302585,3.127558,17
17,94,13,10,18363,3557,44,216,1459,6904,1,1,0,9,169000,3920000,2675,7154.404,83772.97,0.1534162,2873.835,1,51.52086,3.128621,45.35052,10.75008,12.03765,15.1816,7.891705,2.910338,13.21047,-1.874601,9.838004,2.302585,3.127558,17
17,95,13,10,18363,3576,42,236,1399,6890,1,1,0,10,168000,3036000,2501,7073.922,87415.66,0.173195,2989.749,1,51.90131,3.425254,44.67344,10.61751,12.03172,14.92605,7.824446,2.910338,13.13177,-1.753337,9.756282,2.302585,3.127558,17
17,96,13,10,20861,3685,43,235,1521,6401,1,1,0,11,176000,2819000,3192,6452.621,86388.79,0.1557496,2366.138,1,57.56913,3.671301,38.75957,10.63175,12.07824,14.85189,8.068403,3.037881,13.22612,-1.859506,9.62852,2.302585,3.127558,17
17,97,13,10,18363,3772,43,255,1558,6803,1,1,0,12,175000,2657000,2168,6803,87720.93,0.1636714,2525.933,1,55.44613,3.748346,40.80553,10.63501,12.07254,14.79271,7.681561,2.910338,13.19181,-1.809895,9.64426,2.302585,3.127558,17
18,85,13,9,25074,2408,45,231,1895,4526,0,0,0,0,259000,7086000,404517,6735.119,79629.63,0.1813984,4558.5,0,53.20371,5.103845,41.69244,10.52215,12.46458,15.77363,12.91045,3.221831,12.9922,-1.707059,10.13181,2.197225,3.285685,18
18,86,13,9,25074,2519,47,231,1864,4514,0,0,0,1,248000,7257000,568351,6393.768,75914.66,0.1755341,4056.142,0,55.80416,5.117413,39.07842,10.503,12.42118,15.79748,13.25049,3.221831,12.97729,-1.739922,10.04791,2.197225,3.285685,18
18,87,13,9,25074,2408,46,231,1921,4571,0,0,0,2,246000,8332000,465805,6401.961,73316.28,0.1684172,4392.666,0,52.67994,5.053599,42.26646,10.54567,12.41309,15.93561,13.05152,3.221831,12.98385,-1.781311,10.169,2.197225,3.285685,18
18,88,13,9,25074,2553,47,241,1931,4648,0,0,0,3,256000,7894000,427756,6384.616,74614.22,0.1714365,4134.259,0,54.92685,5.185026,39.88813,10.52519,12.45293,15.88161,12.96631,3.221831,12.98363,-1.763542,10.09061,2.197225,3.285685,18
18,89,13,9,25074,2741,46,222,1884,5084,0,0,0,4,236000,8038000,413205,6805.891,79768.35,0.1577435,4408.94,0,53.91424,4.366641,41.71912,10.67233,12.37159,15.89969,12.9317,3.221831,13.13367,-1.846785,10.23817,2.197225,3.285685,18
18,90,13,9,25074,3078,46,236,1980,5599,0,0,0,5,240000,8179000,833365,7187.42,85896.08,0.1530063,4554.732,0,54.9741,4.215038,40.81086,10.75736,12.38839,15.91708,13.63323,3.221831,13.23817,-1.877276,10.3012,2.197225,3.285685,18
18,91,13,9,25074,3083,47,261,2028,6279,0,0,0,6,244000,8724000,566789,7537.815,78746.39,0.1544997,5471.132,0,49.10017,4.156713,46.74311,10.79525,12.40492,15.98159,13.24774,3.221831,13.14155,-1.867563,10.4748,2.197225,3.285685,18
18,92,13,9,25074,3145,48,294,2053,6233,0,0,0,7,262000,9283000,419257,6987.668,73453.84,0.1605438,4863.8,0,50.45724,4.71683,44.82592,10.68109,12.4761,16.0437,12.94624,3.221831,13.0336,-1.829188,10.31876,2.197225,3.285685,18
18,93,13,9,25074,2928,44,311,2010,6136,0,0,0,8,258000,6960000,333682,6583.691,71400.7,0.1660154,4826.66,0,47.71838,5.068449,47.21317,10.58803,12.46072,15.75569,12.71794,3.221831,12.97174,-1.795675,10.27758,2.197225,3.285685,18
18,94,13,9,25074,3068,43,322,1964,6156,0,0,0,9,268000,6536000,319133,6379.275,73936.62,0.1698975,4450.81,0,49.83756,5.230669,44.93177,10.53337,12.49874,15.69284,12.67336,3.221831,12.98352,-1.77256,10.1734,2.197225,3.285685,18
18,95,13,9,25074,3145,43,336,2052,6497,0,0,0,10,263000,5613000,385505,6670.431,75091.93,0.1681136,4808.244,0,48.40696,5.171618,46.42142,10.58856,12.47991,15.5406,12.86231,3.221831,13.00958,-1.783115,10.2612,2.197225,3.285685,18
18,96,13,9,25571,3312,40,364,2049,6123,0,0,0,11,270000,5967000,356852,6172.379,83467.74,0.1790803,3830.332,0,54.09113,5.944798,39.96407,10.44776,12.50618,15.60176,12.78508,3.241459,13.05214,-1.719921,9.970628,2.197225,3.285685,18
18,97,13,9,25571,3159,40,323,1803,6147,0,0,0,12,259000,6017000,286805,6147,78975,0.1791459,4138.199,0,51.39092,5.254596,43.35448,10.44327,12.46458,15.6101,12.56656,3.241459,12.99644,-1.719555,10.04757,2.197225,3.285685,18
19,85,12,30,113692,120598,1864,8202,82718,180851,0,0,1,0,4376000,203000000,246000000,269123.5,96277.53,0.1475538,8263.826,0,66.68362,4.535225,28.78115,14.41649,15.29165,19.12959,19.31963,4.733493,13.38855,-1.913562,10.9332,3.401197,2.949212,19
19,86,12,30,113692,122833,1864,9729,85286,189278,0,0,1,1,4460000,198000000,232000000,268099.2,93339.28,0.1615793,8570.818,0,64.89555,5.140059,29.96439,14.32187,15.31066,19.10138,19.26167,4.733493,13.26676,-1.822759,10.87888,3.401197,2.949212,19
19,87,12,30,113550,123559,1863,9722,85206,192404,0,0,1,2,4395000,222000000,236000000,269473.4,92888.8,0.1598039,7719.336,0,64.21852,5.052909,30.72857,14.33803,15.29598,19.21681,19.27867,4.732243,13.27297,-1.833808,10.78529,3.401197,2.949212,19
19,88,12,30,113550,127642,1867.5,10239,87493,200105,0,0,1,3,4390000,228000000,290000000,274869.5,93886.17,0.1607507,8079.453,0,63.78751,5.116814,31.09568,14.35195,15.29484,19.24497,19.4839,4.732243,13.27774,-1.827901,10.82498,3.401197,2.949212,19
19,89,12,30,113550,134675,1872,11296,92986,213805,0,0,1,4,4327000,237000000,325000000,286218.2,96307.6,0.1626247,8552.323,0,62.98964,5.283319,31.72704,14.38082,15.28039,19.28493,19.59783,4.732243,13.29161,-1.81631,10.87027,3.401197,2.949212,19
19,90,12,30,113550,146396,1870,12376,99492,230442,0,0,1,5,4447000,239000000,403000000,295817.7,100496.3,0.1596815,8599.979,0,63.52835,5.370549,31.1011,14.43207,15.30774,19.29322,19.81347,4.732243,13.35245,-1.834574,10.89409,3.401197,2.949212,19
19,91,12,30,113550,160917,1920,13329,104435,256092,0,0,1,6,4606000,257000000,475000000,307433.4,100613.4,0.1532168,8403.566,0,62.83562,5.20477,31.95961,14.51192,15.34287,19.36541,19.97799,4.732243,13.39494,-1.875901,10.91231,3.401197,2.949212,19
19,92,12,30,113550,173549,1934,14250,104923,273463,0,0,1,7,4611000,250000000,477000000,306572.9,100600.6,0.1522577,8447.17,0,63.46343,5.210943,31.32563,14.51539,15.34396,19.33752,19.98343,4.732243,13.40109,-1.882181,10.92377,3.401197,2.949212,19
19,93,12,30,113550,171709,1867,13813,96750,269435,0,0,1,8,4503000,242000000,425000000,289093.3,98680.84,0.1531867,7919.378,0,63.72929,5.126654,31.14406,14.4506,15.32025,19.30444,19.8672,4.732243,13.37574,-1.876098,10.85317,3.401197,2.949212,19
19,94,12,29,113550,167432,1789,14737,99982,273673,0,0,1,9,4352000,233000000,449000000,283599,96984.16,0.1527425,8526.464,0,61.17958,5.384893,33.43552,14.43432,15.28615,19.26769,19.92342,4.732243,13.3613,-1.879002,10.92993,3.367296,2.949212,19
19,95,12,29,113550,168831,1734,14556,96086,277747,0,0,1,10,4175000,231000000,411000000,285161.2,99964.13,0.1555331,8896.13,0,60.7859,5.240741,33.97336,14.42171,15.24463,19.25769,19.83392,4.732243,13.37346,-1.860896,10.95427,3.367296,2.949212,19
19,96,12,29,102192,169926,1691,13807,91862,280871,0,0,1,11,3881000,239000000,408000000,283136.1,101298.9,0.1515137,8991.861,0,60.49966,4.91578,34.58456,14.44076,15.1716,19.2934,19.82785,4.626853,13.41291,-1.88708,10.99115,3.367296,2.949212,19
20,85,13,8,23608,13378,252,548,4366,18297,1,1,0,0,508000,26400000,159715,27227.68,78998.96,0.1867788,2635.521,1,73.11581,2.995027,23.88916,11.88982,13.13824,17.08937,11.98115,3.161586,12.95502,-1.67783,9.554667,2.079442,3.119558,20
20,86,13,8,23608,13734,251,297,4447,19004,1,1,0,1,514000,22700000,170293,26917.85,77503.02,0.0945986,2813.063,1,72.269,1.562829,26.16817,12.55866,13.14998,16.93765,12.04528,3.161586,13.61618,-2.358113,10.30014,2.079442,3.119558,20
20,87,13,8,23608,13611,248,650,4883,18987,1,1,0,2,524000,22800000,153565,26592.44,76867.04,0.1864354,2357.211,1,71.68589,3.423395,24.89071,11.86805,13.16925,16.94424,11.94188,3.161586,12.9295,-1.67967,9.444904,2.079442,3.119558,20
20,88,13,8,23608,13972,242,687,5145,19612,1,1,0,3,532000,23000000,158004,26939.56,79307.05,0.1834172,2422.924,1,71.2421,3.502957,25.25495,11.89734,13.1844,16.95196,11.97038,3.161586,12.97707,-1.695992,9.488723,2.079442,3.119558,20
20,89,13,8,23654,14782,243,710,5156,21351,1,1,0,4,506000,23400000,134567,28582.33,81434.11,0.1843422,2626.716,1,69.23329,3.325371,27.44134,11.9515,13.13429,16.96923,11.80982,3.163532,12.99851,-1.690961,9.56445,2.079442,3.119558,20
20,90,13,8,23544,16209,251,768,5603,23462,1,1,0,5,510000,29500000,142405,30118.1,82898.19,0.1759556,2743.828,1,69.08618,3.273378,27.64044,12.0504,13.14217,17.1982,11.86643,3.158871,13.06289,-1.737523,9.654633,2.079442,3.119558,20
20,91,13,8,23544,17492,251,784,5550,25012,1,1,0,6,500000,29900000,124030,30026.41,83660.55,0.1695813,2665.272,1,69.93443,3.134495,26.93107,12.08426,13.12236,17.2127,11.72828,3.158871,13.10895,-1.774423,9.662484,2.079442,3.119558,20
20,92,13,8,23544,18543,253,793,5367,26560,1,1,0,7,500000,28300000,110468,29775.78,82166.47,0.1656444,2669.3,1,69.81551,2.985693,27.19879,12.09936,13.12236,17.1582,11.61248,3.158871,13.11441,-1.797912,9.687483,2.079442,3.119558,20
20,93,13,8,23544,18610,243,774,5194,26466,1,1,0,8,498000,25700000,92226,28397,82172.06,0.1598907,2504.52,1,70.31664,2.924507,26.75886,12.0873,13.11836,17.06169,11.432,3.158871,13.14984,-1.833265,9.659118,2.079442,3.119558,20
20,94,13,8,23637,18460,238,781,5089,26419,1,1,0,9,501000,25100000,88246,27377.2,80376.2,0.1590345,2451.662,1,69.87395,2.956206,27.16984,12.0561,13.12436,17.03937,11.38788,3.162813,13.13311,-1.838634,9.643156,2.079442,3.119558,20
20,95,13,8,23637,18196,229,850,5330,26197,1,1,0,10,501000,24400000,55239,26896.3,81579.59,0.1637317,2458.771,1,69.45834,3.244646,27.29702,12.00927,13.12436,17.01087,10.91942,3.162813,13.11886,-1.809526,9.616943,2.079442,3.119558,20
20,96,13,8,23637,17959,223,824,5186,25620,1,1,0,11,501000,23400000,58248,25826.61,81183.1,0.1601707,2308.15,1,70.09758,3.216237,26.68618,11.99068,13.12436,16.97013,10.97246,3.162813,13.13598,-1.831515,9.575717,2.079442,3.119558,20
20,97,13,8,23637,17614,215,853,5327,25976,1,1,0,12,489000,25800000,62506,25976,81925.58,0.1601277,2426.171,1,67.80875,3.2838,28.90745,11.99671,13.10012,17.06538,11.04302,3.162813,13.14535,-1.831784,9.625854,2.079442,3.119558,20
22,85,13,9,43396,12862,221,972,8454,27837,1,1,0,0,730000,39800000,2058979,41424.11,86605.8,0.171094,6663.831,1,46.20469,3.491755,50.30355,12.39716,13.5008,17.50053,14.53772,3.770367,13.13466,-1.765542,10.56999,2.197225,3.302548,21
22,86,13,9,43396,13310,228,1147,9199,29666,1,1,0,1,749000,38800000,1961713,42019.83,82687.24,0.1766112,6114.815,1,44.86618,3.866379,51.26744,12.3797,13.52649,17.47388,14.48933,3.770367,13.05663,-1.733805,10.45227,2.197225,3.302548,21
22,87,13,9,43396,13862,231,1172,9753,31391,1,1,0,2,789000,42100000,1971709,43964.99,84045.74,0.1683027,6502.687,1,44.15915,3.733554,52.10729,12.47314,13.57852,17.55485,14.49441,3.770367,13.12111,-1.781991,10.56196,2.197225,3.302548,21
22,88,13,9,43396,14270,237,1183,9463,31606,1,1,0,3,790000,42500000,1888732,43414.84,82707.38,0.1717214,6298.095,1,45.14965,3.74296,51.10738,12.44044,13.57979,17.56414,14.45142,3.770367,13.08495,-1.761882,10.50988,2.197225,3.302548,21
22,89,13,9,43396,15155,238,1174,9248,34570,1,1,0,4,770000,45200000,1766144,46278.45,85242.94,0.1699416,6857.346,1,43.83859,3.396008,52.7654,12.51473,13.55415,17.62701,14.38431,3.770367,13.12556,-1.7723,10.60538,2.197225,3.302548,21
22,90,13,9,43396,16781,241,1213,9553,38028,1,1,0,5,774000,44400000,1956963,48816.43,89384.73,0.1629985,7179.672,1,44.12801,3.189755,52.68224,12.60984,13.55933,17.60765,14.4869,3.770367,13.21472,-1.814014,10.69302,2.197225,3.302548,21
22,91,13,9,43396,19229,252,1141,8918,40033,1,1,0,6,716000,42900000,1428637,48058.82,91603.3,0.1535936,6686.98,1,48.03287,2.850149,49.11698,12.65363,13.48144,17.57338,14.17223,3.770367,13.29867,-1.873445,10.68136,2.197225,3.302548,21
22,92,13,9,43396,20608,255,1292,9229,42619,1,1,0,7,785000,44200000,1515823,47779.15,90600.55,0.1569434,6935.676,1,48.35402,3.031512,48.61447,12.62621,13.57344,17.60521,14.23147,3.770367,13.26609,-1.85187,10.6963,2.197225,3.302548,21
22,93,13,9,43396,21270,258,1296,9129,44585,1,1,0,8,788000,43000000,1605779,47837.98,88456.94,0.1523231,6717.525,1,47.70663,2.906807,49.38657,12.65733,13.57725,17.57773,14.28912,3.770367,13.27202,-1.881751,10.69423,2.197225,3.302548,21
22,94,13,9,43396,21178,250,1476,9004,43671,1,1,0,9,769000,45500000,1480311,45254.92,87784.46,0.1698727,6192.572,1,48.49442,3.379817,48.12576,12.49277,13.55285,17.6341,14.20776,3.770367,13.15535,-1.772706,10.50381,2.197225,3.302548,21
22,95,13,9,43396,20911,245,1644,9530,42423,1,1,0,10,761000,42600000,1483075,43555.44,87629.38,0.1771128,5799.931,1,49.29166,3.875256,46.83309,12.41276,13.54239,17.56842,14.20963,3.770367,13.11184,-1.730968,10.39657,2.197225,3.302548,21
22,96,13,9,43979,20652,236,1512,9051,42854,1,1,0,11,764000,39100000,1357076,43199.6,88214.19,0.1684006,6019.294,1,48.19154,3.528259,48.2802,12.455,13.54632,17.48186,14.12084,3.783712,13.16893,-1.78141,10.48413,2.197225,3.302548,21
22,97,13,9,43979,20439,226,1572,8788,44041,1,1,0,12,758000,41500000,1390058,44041,90438.05,0.1788803,5846.603,1,46.40903,3.569401,50.02157,12.41391,13.53844,17.54149,14.14486,3.783712,13.13346,-1.721038,10.39466,2.197225,3.302548,21
23,85,13,39,99941,16463,294,1577,13900,31258,1,1,1,0,1209000,36700000,703915,46514.88,83328.27,0.1688292,5210.501,1,52.66812,5.045108,42.28677,12.5264,14.0053,17.41826,13.46441,4.60458,13.10941,-1.778868,10.3373,3.663562,3.040184,22
23,86,13,39,99941,17593,303,1735,14000,34676,1,1,1,1,1231000,37100000,818554,49116.15,82241.8,0.1755362,5737.498,1,50.73538,5.00346,44.26116,12.54185,14.02334,17.42894,13.61529,4.60458,13.05733,-1.73991,10.39469,3.663562,3.040184,22
23,87,13,39,99941,18352,321,1670,13900,36306,1,1,1,2,1215000,39000000,715699,50848.74,80071.91,0.1682688,6019.193,1,50.54812,4.599791,44.85209,12.6188,14.01025,17.47861,13.48102,4.60458,13.07287,-1.782193,10.4849,3.663562,3.040184,22
23,88,13,39,99941,19404,328,1917,15836,39337,1,1,1,3,1359000,45600000,694014,54034.34,81261.73,0.166282,6151.442,1,49.32761,4.873274,45.79912,12.69145,14.12226,17.63575,13.45025,4.60458,13.0995,-1.79407,10.51851,3.663562,3.040184,22
23,89,13,39,100694,20248,332,1933,15718,44209,1,1,1,4,1300000,49500000,744379,59182.06,81643.84,0.1646319,7058.071,1,45.80063,4.372413,49.82696,12.79242,14.07788,17.7174,13.52031,4.612086,13.11416,-1.804043,10.66597,3.663562,3.040184,22
23,90,13,39,100694,22167,337,1987,16170,48338,1,1,1,5,1299000,49900000,685719,62051.35,84438.32,0.1577431,7441.258,1,45.85833,4.110638,50.03103,12.88251,14.07711,17.72575,13.43822,4.612086,13.19056,-1.846787,10.76158,3.663562,3.040184,22
23,91,13,39,100718,25561,349,2207,17827,50771,1,1,1,6,1364000,48700000,533219,60949.58,87923.99,0.1486206,6699.332,1,50.34567,4.34697,45.30736,12.92416,14.12593,17.70103,13.18669,4.612325,13.29059,-1.906358,10.71612,3.663562,3.040184,22
23,92,13,39,100718,26921,341,2465,17925,54396,1,1,1,7,1395000,51200000,514192,60982.06,88505.84,0.1541675,6950.45,1,49.49077,4.531583,45.97765,12.88805,14.14841,17.75207,13.15035,4.612325,13.26054,-1.869715,10.71628,3.663562,3.040184,22
23,93,13,39,100718,27706,331,2972,18154,53411,1,1,1,8,1387000,48800000,770097,57307.94,89811.09,0.175655,5766.343,1,51.87321,5.564397,42.56239,12.69543,14.14265,17.70408,13.55427,4.612325,13.1447,-1.739233,10.39903,3.663562,3.040184,22
23,94,13,39,100718,27806,326,2925,18203,53099,1,1,1,9,1381000,50600000,459909,55024.87,88388.06,0.1665159,5479.734,1,52.36633,5.508578,42.12509,12.70821,14.13832,17.73847,13.03878,4.612325,13.18216,-1.792665,10.40148,3.663562,3.040184,22
23,95,13,39,100718,27819,323,2790,17600,51491,1,1,1,10,1064000,45300000,212702,52865.5,88426.02,0.1627543,5068.422,1,54.02692,5.418423,40.55466,12.69102,13.87755,17.62988,12.26765,4.612325,13.20543,-1.815513,10.3463,3.663562,3.040184,22
23,96,13,39,100718,28417,323,2470,17360,50809,1,1,1,11,1333000,38100000,346282,51218.75,88687.84,0.1434285,4747.674,1,55.92907,4.861343,39.20959,12.78578,14.10294,17.4558,12.75501,4.612325,13.3348,-1.941918,10.40733,3.663562,3.040184,22
23,97,13,39,100718,28273,324,2440,16770,51707,1,1,1,12,1325000,41200000,173463,51707,87262.34,0.1454979,4963.121,1,54.67925,4.718897,40.60185,12.78094,14.09692,17.53451,12.06372,4.612325,13.30427,-1.927593,10.43738,3.663562,3.040184,22
24,85,13,8,11234,1256,23,101,881,2271,0,0,0,0,177000,2598000,314628,3379.464,81262.94,0.1705989,3261.677,0,55.30603,4.44738,40.24659,9.893912,12.08391,14.77025,12.65915,2.418945,13.07389,-1.76844,9.858437,2.079442,2.123893,23
24,86,13,8,11234,1288,24,129,1036,2374,0,0,0,1,179000,2756000,304224,3362.606,76015.11,0.1763702,2721.936,0,54.25442,5.433867,40.31171,9.855642,12.09514,14.82929,12.62552,2.418945,12.97386,-1.73517,9.644268,2.079442,2.123893,23
24,87,13,8,11234,1246,22,196,1580,2924,0,0,0,2,215000,3329000,260663,4095.238,79322.64,0.1737404,2537.445,0,42.61286,6.703146,50.68399,10.06777,12.27839,15.01818,12.47098,2.418945,13.03147,-1.750193,9.589106,2.079442,2.123893,23
24,88,13,8,11234,1328,21,243,1945,3552,0,0,0,3,242000,3536000,245964,4879.121,86865.52,0.171615,3326.594,0,37.38739,6.841216,55.7714,10.25522,12.39669,15.07851,12.41294,2.418945,13.13462,-1.762502,9.872206,2.079442,2.123893,23
24,89,13,8,11234,1481,23,233,2000,4046,0,0,0,4,235000,3899000,245594,5416.332,86199.88,0.1559572,3716.453,0,36.60405,5.758774,57.63717,10.45535,12.36734,15.17623,12.41144,2.418945,13.2226,-1.858174,10.0787,2.079442,2.123893,23
24,90,13,8,11234,1678,24,233,2000,4668,0,0,0,5,244000,3867000,331430,5992.298,89751.82,0.1495507,4213.277,0,35.94687,4.991431,59.0617,10.59835,12.40492,15.16799,12.71117,2.418945,13.30492,-1.90012,10.24612,2.079442,2.123893,23
24,91,13,8,11234,1999,25,256,1998,5807,0,0,0,6,245000,4360000,202722,6971.188,95990.4,0.1538153,5076.316,0,34.42397,4.408473,61.16756,10.72154,12.40901,15.28798,12.21959,2.418945,13.34401,-1.872003,10.40434,2.079442,2.123893,23
24,92,13,8,11234,2083,27,270,1927,6191,0,0,0,7,231000,4196000,248367,6940.583,86488.95,0.1570787,5530.451,0,33.64561,4.361169,61.99322,10.69615,12.35017,15.24964,12.42266,2.418945,13.21878,-1.851009,10.46903,2.079442,2.123893,23
24,93,13,10,11234,1996,26,239,1686,5989,0,0,0,8,194000,4189000,223920,6425.966,82370.42,0.1520983,5641.313,0,33.32777,3.990649,62.68158,10.65133,12.17561,15.24797,12.31904,2.418945,13.20221,-1.883228,10.5211,2.302585,2.123893,23
24,94,13,6,11234,1469,22,233,1422,5052,0,0,0,9,144000,4569000,226420,5235.233,69194.54,0.1697966,4862.048,0,29.07759,4.612035,66.31037,10.33632,11.87757,15.3348,12.33015,2.418945,12.91783,-1.773154,10.26237,1.791759,2.123893,23
24,95,13,6,11234,1219,15,239,1456,4584,0,0,0,10,163000,3991000,183877,4706.366,83436.01,0.1685301,4937.609,0,26.59249,5.213787,68.19372,10.23731,12.00151,15.19955,12.12202,2.418945,13.11248,-1.780641,10.28528,1.791759,2.123893,23
24,96,13,6,11411,1788,18,212,1295,5528,0,0,0,11,129000,3917000,166743,5572.581,100134.4,0.1650268,5471.464,0,32.34443,3.835022,63.82055,10.42726,11.76757,15.18084,12.02421,2.434578,13.31592,-1.801648,10.40895,1.791759,2.123893,23
24,97,13,6,11411,1561,18,228,1274,5323,0,0,0,12,158000,4583000,153259,5323,86722.22,0.1789639,7286.598,0,29.32557,4.283299,66.39113,10.30036,11.97035,15.33786,11.93988,2.434578,13.09104,-1.720571,10.61436,1.791759,2.123893,23
25,85,13,17,21189,2199,40,168,1443,4137,1,0,0,0,395000,8846000,44099,6156.25,81808.04,0.1732502,4572.792,1,53.15446,4.060914,42.78463,10.47824,12.88664,15.99548,10.69419,3.053482,13.06515,-1.753019,10.1809,2.833213,3.178054,24
25,86,13,17,21189,2368,39,188,1531,4685,1,0,0,1,404000,8710000,37524,6635.978,86002.77,0.1739314,5626.083,1,50.54429,4.012807,45.44291,10.54936,12.90917,15.97998,10.53274,3.053482,13.11123,-1.749094,10.38426,2.833213,3.178054,24
25,87,13,17,21189,2503,45,203,1638,4517,1,0,0,2,436000,9411000,32584,6326.331,77902.27,0.1735737,4732.117,1,55.41288,4.494133,40.09298,10.50363,12.9854,16.05739,10.39158,3.053482,13.01436,-1.751153,10.21328,2.833213,3.178054,24
25,88,13,17,21189,2960,49,220,1735,5721,1,0,0,3,463000,9277000,40160,7858.517,82978.25,0.1741774,6511.912,1,51.73921,3.845482,44.41531,10.71703,13.04548,16.04305,10.60063,3.053482,13.07401,-1.747681,10.52907,2.833213,3.178054,24
25,89,13,17,21189,3427,57,229,1724,6582,1,0,0,4,475000,9180000,51870,8811.245,80485.69,0.1778188,6101.249,1,52.06624,3.479186,44.45457,10.81077,13.07107,16.03254,10.8565,3.053482,13.02283,-1.72699,10.44324,2.833213,3.178054,24
25,90,13,17,21189,3673,56,234,1749,8023,1,0,0,5,459000,9420000,40819,10299.1,84196.77,0.1717468,8865.264,1,45.78088,2.916615,51.30251,11.00155,13.03681,16.05835,10.6169,3.053482,13.10265,-1.761734,10.85163,2.833213,3.178054,24
25,91,13,17,21189,4322,57,247,1818,9090,1,0,0,6,460000,9774000,46405,10912.37,91025.88,0.1631015,9106.327,1,47.54675,2.717272,49.73598,11.11103,13.03898,16.09524,10.74516,3.053482,13.23228,-1.813382,10.93011,2.833213,3.178054,24
25,92,13,17,21189,4401,58,257,1814,9828,1,0,0,7,466000,9367000,34026,11017.94,85066.49,0.1588294,10813.37,1,44.78022,2.614978,52.6048,11.1472,13.05194,16.0527,10.43488,3.053482,13.19111,-1.839924,11.12846,2.833213,3.178054,24
25,93,13,17,21189,4461,57,279,1974,9483,1,0,0,8,467000,9580000,29850,10174.89,83973.34,0.1516496,8538.685,1,47.04208,2.942107,50.01582,11.11386,13.05408,16.07519,10.30394,3.053482,13.22444,-1.886183,10.93855,2.833213,3.178054,24
25,94,13,17,21189,4569,58,282,1978,9124,1,0,0,9,463000,10300000,28690,9454.923,81633.02,0.1477391,7429.496,1,50.07672,3.09075,46.83253,11.0666,13.04548,16.14367,10.2643,3.053482,13.2223,-1.912307,10.82552,2.833213,3.178054,24
25,95,13,17,21189,4598,58,321,2023,9368,1,0,0,10,474000,9918000,24244,9618.07,81392.05,0.1629109,7664.03,1,49.08198,3.426558,47.49146,10.98595,13.06896,16.10986,10.09592,3.053482,13.12158,-1.814552,10.75884,2.833213,3.178054,24
25,96,13,17,21189,4279,52,325,2112,9033,1,0,0,11,468000,11200000,16809,9105.847,82952.08,0.1551236,7491.137,1,47.37075,3.597919,49.03133,10.9802,13.05622,16.23374,9.72967,3.053482,13.18955,-1.863533,10.78501,2.833213,3.178054,24
25,97,13,17,21189,4017,48,303,1926,9046,1,0,0,12,473000,11000000,19281,9046,83687.5,0.1573209,4561.776,1,44.40637,3.349547,52.24408,10.95955,13.06685,16.21622,9.866876,3.053482,13.18431,-1.849468,10.27493,2.833213,3.178054,24
26,85,12,12,21510,2014,34,417,3294,4992,0,0,1,0,318000,5789000,3668482,7428.571,88147.76,0.1883836,4416.004,0,40.34455,8.353365,51.30209,10.58236,12.66981,15.57147,15.11529,3.068518,13.05604,-1.669275,10.06227,2.484907,2.65835,25
26,86,12,12,21510,1969,32,452,3312,4967,0,0,1,1,318000,5746000,4095269,7035.411,87154.75,0.1933051,4178.717,0,39.64164,9.10006,51.2583,10.5022,12.66981,15.56401,15.22534,3.068518,13.01893,-1.643485,9.981244,2.484907,2.65835,25
26,87,12,12,21510,1866,31,464,3741,4983,0,0,1,2,340000,6049000,3721460,6978.992,84304.69,0.1737129,4460.608,0,37.44732,9.31166,53.24102,10.60101,12.7367,15.6154,15.12963,3.068518,13.09254,-1.750351,10.15339,2.484907,2.65835,25
26,88,12,12,21510,2049,32,485,3529,5320,0,0,1,3,352000,6273000,3642762,7307.692,87955.02,0.1887812,4594.146,0,38.51504,9.116541,52.36842,10.56385,12.77139,15.65176,15.10825,3.068518,13.05175,-1.667167,10.0997,2.484907,2.65835,25
